instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windspeed_category,waktu_hari,windspeed_category_day
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Tinggi,Siang (Rekreasi),Tinggi
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Ekstrem,Siang (Rekreasi),Tinggi
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Tinggi,Siang (Rekreasi),Tinggi
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Tinggi,Sore (Pulang),Tinggi
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Tinggi,Sore (Pulang),Tinggi
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Tinggi,Sore (Pulang),Tinggi
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Tinggi,Sore (Pulang),Tinggi
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Sedang,Malam/Dini Hari,Tinggi
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Tinggi,Malam/Dini Hari,Tinggi
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Sedang,Malam/Dini Hari,Tinggi
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Sedang,Malam/Dini Hari,Tinggi
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Sedang,Malam/Dini Hari,Sedang
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Sedang,Malam/Dini Hari,Sedang
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Sedang,Malam/Dini Hari,Sedang
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Sedang,Malam/Dini Hari,Sedang
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Rendah,Malam/Dini Hari,Sedang
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Sedang,Pagi (Berangkat),Sedang
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Sedang,Pagi (Berangkat),Sedang
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Sedang,Pagi (Berangkat),Sedang
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Sedang,Pagi (Berangkat),Sedang
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Sedang,Pagi (Berangkat),Sedang
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Sedang,Siang (Rekreasi),Sedang
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Sedang,Siang (Rekreasi),Sedang
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Sedang,Siang (Rekreasi),Sedang
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Sedang,Siang (Rekreasi),Sedang
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Sedang,Siang (Rekreasi),Sedang
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Sedang,Siang (Rekreasi),Sedang
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Rendah,Sore (Pulang),Sedang
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Rendah,Sore (Pulang),Sedang
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Sedang,Sore (Pulang),Sedang
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Sedang,Sore (Pulang),Sedang
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Sedang,Malam/Dini Hari,Sedang
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Sedang,Malam/Dini Hari,Sedang
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Sedang,Malam/Dini Hari,Sedang
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Sedang,Malam/Dini Hari,Sedang
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Rendah,Malam/Dini Hari,Rendah
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Sedang,Malam/Dini Hari,Rendah
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Sedang,Malam/Dini Hari,Rendah
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Rendah,Pagi (Berangkat),Rendah
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Rendah,Pagi (Berangkat),Rendah
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Rendah,Pagi (Berangkat),Rendah
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Rendah,Pagi (Berangkat),Rendah
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Sedang,Pagi (Berangkat),Rendah
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Sedang,Siang (Rekreasi),Rendah
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Rendah,Siang (Rekreasi),Rendah
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Rendah,Siang (Rekreasi),Rendah
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Rendah,Siang (Rekreasi),Rendah
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Rendah,Siang (Rekreasi),Rendah
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Rendah,Siang (Rekreasi),Rendah
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Sedang,Sore (Pulang),Rendah
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Sedang,Sore (Pulang),Rendah
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Rendah,Sore (Pulang),Rendah
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Rendah,Sore (Pulang),Rendah
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Sedang,Malam/Dini Hari,Rendah
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Rendah,Malam/Dini Hari,Rendah
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Rendah,Malam/Dini Hari,Rendah
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Rendah,Malam/Dini Hari,Rendah
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Rendah,Malam/Dini Hari,Tinggi
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Rendah,Malam/Dini Hari,Tinggi
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Rendah,Malam/Dini Hari,Tinggi
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Sedang,Pagi (Berangkat),Tinggi
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Rendah,Pagi (Berangkat),Tinggi
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Rendah,Pagi (Berangkat),Tinggi
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Sedang,Pagi (Berangkat),Tinggi
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Tinggi,Pagi (Berangkat),Tinggi
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Sedang,Siang (Rekreasi),Tinggi
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Tinggi,Siang (Rekreasi),Tinggi
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Ekstrem,Siang (Rekreasi),Tinggi
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Tinggi,Siang (Rekreasi),Tinggi
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Tinggi,Siang (Rekreasi),Tinggi
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Tinggi,Siang (Rekreasi),Tinggi
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Tinggi,Sore (Pulang),Tinggi
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Tinggi,Sore (Pulang),Tinggi
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Ekstrem,Sore (Pulang),Tinggi
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Tinggi,Sore (Pulang),Tinggi
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Tinggi,Malam/Dini Hari,Tinggi
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Tinggi,Malam/Dini Hari,Tinggi
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Tinggi,Malam/Dini Hari,Tinggi
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Tinggi,Malam/Dini Hari,Tinggi
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Sedang,Malam/Dini Hari,Tinggi
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Sedang,Malam/Dini Hari,Tinggi
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Tinggi,Malam/Dini Hari,Tinggi
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Tinggi,Malam/Dini Hari,Tinggi
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Sedang,Malam/Dini Hari,Tinggi
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Sedang,Pagi (Berangkat),Tinggi
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Rendah,Pagi (Berangkat),Tinggi
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Rendah,Pagi (Berangkat),Tinggi
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Sedang,Pagi (Berangkat),Tinggi
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Tinggi,Pagi (Berangkat),Tinggi
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Tinggi,Siang (Rekreasi),Tinggi
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Tinggi,Siang (Rekreasi),Tinggi
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Tinggi,Siang (Rekreasi),Tinggi
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Tinggi,Siang (Rekreasi),Tinggi
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Tinggi,Siang (Rekreasi),Tinggi
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Sedang,Siang (Rekreasi),Tinggi
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Tinggi,Sore (Pulang),Tinggi
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Sedang,Sore (Pulang),Tinggi
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Tinggi,Sore (Pulang),Tinggi
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Sedang,Sore (Pulang),Tinggi
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Sedang,Malam/Dini Hari,Tinggi
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Sedang,Malam/Dini Hari,Tinggi
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Tinggi,Malam/Dini Hari,Tinggi
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Sedang,Malam/Dini Hari,Tinggi
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Sedang,Malam/Dini Hari,Rendah
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Sedang,Malam/Dini Hari,Rendah
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Rendah,Malam/Dini Hari,Rendah
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Rendah,Malam/Dini Hari,Rendah
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Rendah,Pagi (Berangkat),Rendah
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Rendah,Pagi (Berangkat),Rendah
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Sedang,Pagi (Berangkat),Rendah
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Rendah,Pagi (Berangkat),Rendah
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Rendah,Pagi (Berangkat),Rendah
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Sedang,Siang (Rekreasi),Rendah
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Sedang,Siang (Rekreasi),Rendah
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Sedang,Siang (Rekreasi),Rendah
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Tinggi,Siang (Rekreasi),Rendah
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Sedang,Siang (Rekreasi),Rendah
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Sedang,Siang (Rekreasi),Rendah
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Rendah,Sore (Pulang),Rendah
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Sedang,Sore (Pulang),Rendah
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Rendah,Sore (Pulang),Rendah
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Rendah,Sore (Pulang),Rendah
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Rendah,Malam/Dini Hari,Rendah
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Rendah,Malam/Dini Hari,Rendah
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Rendah,Malam/Dini Hari,Rendah
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Rendah,Malam/Dini Hari,Rendah
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Rendah,Malam/Dini Hari,Sedang
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Rendah,Malam/Dini Hari,Sedang
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Rendah,Malam/Dini Hari,Sedang
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Rendah,Malam/Dini Hari,Sedang
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Rendah,Malam/Dini Hari,Sedang
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Rendah,Pagi (Berangkat),Sedang
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Rendah,Pagi (Berangkat),Sedang
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Rendah,Pagi (Berangkat),Sedang
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Rendah,Pagi (Berangkat),Sedang
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Rendah,Pagi (Berangkat),Sedang
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Sedang,Siang (Rekreasi),Sedang
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Sedang,Siang (Rekreasi),Sedang
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Sedang,Siang (Rekreasi),Sedang
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Sedang,Siang (Rekreasi),Sedang
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Sedang,Siang (Rekreasi),Sedang
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Sedang,Siang (Rekreasi),Sedang
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Sedang,Sore (Pulang),Sedang
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Sedang,Sore (Pulang),Sedang
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Sedang,Sore (Pulang),Sedang
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Sedang,Sore (Pulang),Sedang
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Sedang,Malam/Dini Hari,Sedang
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Sedang,Malam/Dini Hari,Sedang
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Rendah,Malam/Dini Hari,Sedang
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Sedang,Malam/Dini Hari,Sedang
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Rendah,Malam/Dini Hari,Sedang
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Rendah,Malam/Dini Hari,Sedang
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Rendah,Malam/Dini Hari,Sedang
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Rendah,Malam/Dini Hari,Sedang
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Sedang,Malam/Dini Hari,Sedang
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Sedang,Pagi (Berangkat),Sedang
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Sedang,Pagi (Berangkat),Sedang
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Sedang,Pagi (Berangkat),Sedang
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Sedang,Pagi (Berangkat),Sedang
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Sedang,Pagi (Berangkat),Sedang
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Sedang,Siang (Rekreasi),Sedang
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Sedang,Siang (Rekreasi),Sedang
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Sedang,Siang (Rekreasi),Sedang
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Sedang,Siang (Rekreasi),Sedang
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Sedang,Siang (Rekreasi),Sedang
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Sedang,Siang (Rekreasi),Sedang
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Sedang,Sore (Pulang),Sedang
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Sedang,Sore (Pulang),Sedang
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Sedang,Sore (Pulang),Sedang
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Rendah,Sore (Pulang),Sedang
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Sedang,Malam/Dini Hari,Sedang
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Sedang,Malam/Dini Hari,Sedang
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Rendah,Malam/Dini Hari,Sedang
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Rendah,Malam/Dini Hari,Sedang
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Sedang,Malam/Dini Hari,Sedang
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,Sedang,Malam/Dini Hari,Sedang
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,Sedang,Malam/Dini Hari,Sedang
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,Sedang,Malam/Dini Hari,Sedang
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,Rendah,Malam/Dini Hari,Sedang
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,Sedang,Pagi (Berangkat),Sedang
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,Sedang,Pagi (Berangkat),Sedang
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,Rendah,Pagi (Berangkat),Sedang
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,Sedang,Pagi (Berangkat),Sedang
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,Sedang,Pagi (Berangkat),Sedang
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,Sedang,Siang (Rekreasi),Sedang
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,Sedang,Siang (Rekreasi),Sedang
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,Rendah,Siang (Rekreasi),Sedang
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,Rendah,Siang (Rekreasi),Sedang
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,Rendah,Siang (Rekreasi),Sedang
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,Sedang,Siang (Rekreasi),Sedang
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,Sedang,Sore (Pulang),Sedang
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,Sedang,Sore (Pulang),Sedang
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,Sedang,Sore (Pulang),Sedang
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,Sedang,Sore (Pulang),Sedang
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,Sedang,Malam/Dini Hari,Sedang
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,Sedang,Malam/Dini Hari,Sedang
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,Sedang,Malam/Dini Hari,Sedang
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,Sedang,Malam/Dini Hari,Sedang
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,Tinggi,Siang (Rekreasi),Rendah
